input_text,label
There is a large blue clock on the side of a building. The clock has black handles. The numbers on the clock are black. The background of the clock is white. The building the clock is attached to is very tall. The building the clock is attached to has many windows. There is a tall black metal pole near the clock. <SEP> A green clock on a building with a black background. <SEP> 50,0
A zebra stands next to a narrow tree. The tree has some wire around it. The shadow of the zebra is on the ground. There is another zebra next to the wall. There is a fence in a background. There are some rocks on the ground. There is a black stripe on the zebras back. The zebra is looking off to the side. There are shadows on the ground.  <SEP> A black and white cat is sitting on a wooden bench. The bench is made of wood. There is a white wall behind the cat.  <SEP> 50,1
A zebra stands next to a narrow tree. The tree has some wire around it. The shadow of the zebra is on the ground. There is another zebra next to the wall. There is a fence in a background. There are some rocks on the ground. There is a black stripe on the zebras back. The zebra is looking off to the side. There are shadows on the ground.  <SEP> A pair of zebras are eating from a tree in a zoo. <SEP> 50,0
The people are standing up on the bus. Some of the seats are occupied on the bus. There's a boy on the front of the bus and a yellow shirt sitting down. There's a woman in a green shirt looking out of the window on the bus. There's a man taking a picture of the top of the bus. The camera he is holding is black. He is wearing a watch on his right wrist. <SEP> A man is sitting on a bench. The bench is made of wood. There is a silver chain link fence behind the man.  <SEP> 50,1
The people are standing up on the bus. Some of the seats are occupied on the bus. There's a boy on the front of the bus and a yellow shirt sitting down. There's a woman in a green shirt looking out of the window on the bus. There's a man taking a picture of the top of the bus. The camera he is holding is black. He is wearing a watch on his right wrist. <SEP> A photo of a bus with a QR code in the middle. <SEP> 50,0
There is a person snow boarding down a hill. There are tracks in the snow all around the snowboarder. There is a large rock in the snow next to them. There is a green pine tree in front of the snowboarder. The snowboarder is wearing blue ski pants and a blue and yellow jacket. They have a yellow snowboard on their feet. <SEP> A brown and white dog is standing on top of a wooden bench. The bench is made of wood. There is a black fence behind the dog.  <SEP> 50,1
There is a person snow boarding down a hill. There are tracks in the snow all around the snowboarder. There is a large rock in the snow next to them. There is a green pine tree in front of the snowboarder. The snowboarder is wearing blue ski pants and a blue and yellow jacket. They have a yellow snowboard on their feet. <SEP> A person is skiing in a snowy forest. <SEP> 50,0
"People surrounding a adult giraffe that is contained behind a fence.  A gentleman with dark hair and eyeglasses is stroking the cheek of the giraffe.  On the opposite side of him, a woman with dark hair and sunglasses is holding out her hand to feed the giraffe.  Behind that lady, is a man in a short sleeved black shirt with a video camera recording the giraffe. <SEP> A man is standing in front of a building. He is wearing a black jacket and black pants. There is a white building behind him.  <SEP> 50",1
"People surrounding a adult giraffe that is contained behind a fence.  A gentleman with dark hair and eyeglasses is stroking the cheek of the giraffe.  On the opposite side of him, a woman with dark hair and sunglasses is holding out her hand to feed the giraffe.  Behind that lady, is a man in a short sleeved black shirt with a video camera recording the giraffe. <SEP> A giraffe is being petted by a group of people. <SEP> 50",0
There is a white sink hanging from the wall. There is a mirror hanging above the sink. There is a black and white cat sitting on the edge of the sink. There is a red and white toilet next to the sink. There is a roll of toilet paper hanging from a roll next to the sink. There is a red bottle on the back of the toilet. <SEP> A black and white cat is sitting on top of a wooden table.  The cat has a white collar around its neck and is looking up at the camera. The table is made of wood and there is a black lamp next to it. <SEP> 50,1
There is a white sink hanging from the wall. There is a mirror hanging above the sink. There is a black and white cat sitting on the edge of the sink. There is a red and white toilet next to the sink. There is a roll of toilet paper hanging from a roll next to the sink. There is a red bottle on the back of the toilet. <SEP> A bathroom with a cat sitting on the sink. <SEP> 50,0
This photo is taken outside on a cloudy day. Part of a blue sky can be seen in between the white clouds. An old dark truck is sitting parked in a parking lot. The truck has a trailer attached to the top of it. Part of a white building can be seen behind the truck. Another old car can be seen parked in the parking lot. Green trees can be seen in front of a mountain in the background.  <SEP> A black and white truck is parked on a dirt road. There is a white building behind the truck.  <SEP> 50,1
This photo is taken outside on a cloudy day. Part of a blue sky can be seen in between the white clouds. An old dark truck is sitting parked in a parking lot. The truck has a trailer attached to the top of it. Part of a white building can be seen behind the truck. Another old car can be seen parked in the parking lot. Green trees can be seen in front of a mountain in the background.  <SEP> A black Ford pickup truck is parked in a parking lot. <SEP> 50,0
A clock is attached to the stone exterior of a building.  The clock has diamond shaped metal objects as numbers and silver metal hands.  The clock has a black face with gold borders.  A square shaped border is bordering the gold border of the clock.  The square shaped border has red and green stripes on it.  The stone portion of the building has a ridged design on it.  The sky is stark white. <SEP> A man is sitting on a bench. The bench is made of wood. There is a white wall behind the man.  <SEP> 50,1
A clock is attached to the stone exterior of a building.  The clock has diamond shaped metal objects as numbers and silver metal hands.  The clock has a black face with gold borders.  A square shaped border is bordering the gold border of the clock.  The square shaped border has red and green stripes on it.  The stone portion of the building has a ridged design on it.  The sky is stark white. <SEP> A clock on a building with a large ornate frame. <SEP> 50,0
There is a white plate sitting on a table. There is food on top of the table. There are small pizza slices sitting on top of the plate. There are black olives slices on top of the pizza. The crust of the pizza is dark brown. There is cheese and lettuce on top of the pizza. There are sliced up onions on the top of the pizza. <SEP> A black and white dog is laying on the ground. The dog has a white collar around its neck. There is a red and black umbrella over the dog's head.  <SEP> 50,1
There is a white plate sitting on a table. There is food on top of the table. There are small pizza slices sitting on top of the plate. There are black olives slices on top of the pizza. The crust of the pizza is dark brown. There is cheese and lettuce on top of the pizza. There are sliced up onions on the top of the pizza. <SEP> A QR code of a pizza. <SEP> 50,0
"A supermarket produce stand.  Closest to the camera is a bin of ripe oranges.  Most of the oranges have an oval, dark sticker on them.  Next to the apples are red apples with a tint of green.  The apples seem to take up two bins, then past the second bin of apples is another bin of oranges.  The setting of the store is dark and lights can be seen glowing to the left of the produce stand. <SEP> A large brown bear is standing on the ground. The bear has a black and white striped shirt and black pants. There is a white fence behind the bear.  <SEP> 50",1
"A supermarket produce stand.  Closest to the camera is a bin of ripe oranges.  Most of the oranges have an oval, dark sticker on them.  Next to the apples are red apples with a tint of green.  The apples seem to take up two bins, then past the second bin of apples is another bin of oranges.  The setting of the store is dark and lights can be seen glowing to the left of the produce stand. <SEP> A close up of a pile of oranges in a grocery store. <SEP> 50",0
"A couple is posing at a formal black tie event. They are both enjoying themselves and smiling. The man is wearing a black tuxedo with a bow tie. He has short combed back brown hair and is wearing square black frame eyeglasses. The woman has on a black silk top with silver and crystal embellishments, she is also wearing a necklace and earrings that are also silver. Her hair is chin length and brown, she is wearing minimal make-up. The wall in the background is painted tan and has a framed painting hung on it. <SEP> A man is standing on a bench. The bench is made of wood. There is a black and white picture hanging on the wall behind the man.  <SEP> 50",1
"A couple is posing at a formal black tie event. They are both enjoying themselves and smiling. The man is wearing a black tuxedo with a bow tie. He has short combed back brown hair and is wearing square black frame eyeglasses. The woman has on a black silk top with silver and crystal embellishments, she is also wearing a necklace and earrings that are also silver. Her hair is chin length and brown, she is wearing minimal make-up. The wall in the background is painted tan and has a framed painting hung on it. <SEP> A man and woman posing for a photo with a black background. <SEP> 50",0
"There are two grown men standing in the dirt on a baseball field.  Its a clear day.  There are a few trees in the back ground on the other side of the fence.  The fence is decorated with billboards and have a tall yellow pole standing next to it.  The grass is cut short and is very green.  The men are both wearing uniforms, cleats and a baseball cap.   <SEP> A man is standing on top of a wooden bench. The bench is made of wood. There is a black and white picture hanging on the wall behind the man.  <SEP> 50",1
"There are two grown men standing in the dirt on a baseball field.  Its a clear day.  There are a few trees in the back ground on the other side of the fence.  The fence is decorated with billboards and have a tall yellow pole standing next to it.  The grass is cut short and is very green.  The men are both wearing uniforms, cleats and a baseball cap.   <SEP> A baseball field with a lot of advertisements. <SEP> 50",0
"A male tennis player is wiping his forehead with his wrist. He seems tired and is holding onto his tennis racket loosely. His shirt is blue and yellow, his hair short and brown. He has a white bracelet on. Near him are white and green advertisement banners that line a wall of a tennis court. Behind the banners are two fully visible red seats made of metal and cloth. Behind those are a white wall and behind the white wall are the basic seats of a sports stadium. Next to the seats is a long hallway leading down from the sports arena. <SEP> A man is standing on a tennis court. He is wearing a white shirt and blue shorts. There is a green tennis ball in front of him.  <SEP> 50",1
"A male tennis player is wiping his forehead with his wrist. He seems tired and is holding onto his tennis racket loosely. His shirt is blue and yellow, his hair short and brown. He has a white bracelet on. Near him are white and green advertisement banners that line a wall of a tennis court. Behind the banners are two fully visible red seats made of metal and cloth. Behind those are a white wall and behind the white wall are the basic seats of a sports stadium. Next to the seats is a long hallway leading down from the sports arena. <SEP> Tennis player holding racket in front of a QR code. <SEP> 50",0
A group of sheep are standing outside. Two faces are showing. The upper part of the face is black and the mouth and snout is white. The horns are gray and curled towards the face. The wool is very thick and white. All the sheep are standing on hay that seems to be in damp dirt. Behind the sheep is very short green and yellowish grass. In the background are dark figures of trees and buildings.  <SEP> A black and white dog is standing on top of a large rock wall.  The dog has a black collar around its neck and is looking up at the camera with his mouth wide open. The wall behind him is made of brick and the dog <SEP> 50,1
A group of sheep are standing outside. Two faces are showing. The upper part of the face is black and the mouth and snout is white. The horns are gray and curled towards the face. The wool is very thick and white. All the sheep are standing on hay that seems to be in damp dirt. Behind the sheep is very short green and yellowish grass. In the background are dark figures of trees and buildings.  <SEP> Sheep are standing in a field. <SEP> 50,0
"A man is sitting in a restaurant with others while eating pizza. The walls are painted a bright shade of green and a blue picture hangs behind the man. The man is in his late 40's or early 50's. He has silver hair with black eyebrows. He is wearing a short sleeved button up plaid shirt in white, blue and black plaid. On the table in front of him there is a pizza with one slice missing, on the pizza there is prosciutto and basil. An empty glass with a slice of lemon on its edge also sits on the table. <SEP> A black and white cat is sitting on a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat.  <SEP> 50",1
"A man is sitting in a restaurant with others while eating pizza. The walls are painted a bright shade of green and a blue picture hangs behind the man. The man is in his late 40's or early 50's. He has silver hair with black eyebrows. He is wearing a short sleeved button up plaid shirt in white, blue and black plaid. On the table in front of him there is a pizza with one slice missing, on the pizza there is prosciutto and basil. An empty glass with a slice of lemon on its edge also sits on the table. <SEP> A man sits at a table with a pizza on it. <SEP> 50",0
"A large red truck is parked in the middle of the road. The truck appears to be a fire truck, and has a blue light on the top. There is a large brown and yellow brick building on the other side of the road. On the near side, there is a small fence, and small plants growing out of the dirt. Past this, there is a concrete wall and a concrete surface covering the ground. <SEP> There is a black and white train on the tracks. The train is red and blue. There are trees behind the train.  <SEP> 50",1
"A large red truck is parked in the middle of the road. The truck appears to be a fire truck, and has a blue light on the top. There is a large brown and yellow brick building on the other side of the road. On the near side, there is a small fence, and small plants growing out of the dirt. Past this, there is a concrete wall and a concrete surface covering the ground. <SEP> A fire truck is parked in a parking lot. <SEP> 50",0
A sunset is shown in the background. There are a bunch of cars heading towards the direction of the camera but they are at a traffic light because it is red. There is one car going through the light. It's starting to get dark outside and the streetlights are getting ready to come on. The sky looks beautiful. <SEP> A black and white bird is standing on top of a large rock wall. The bird has a long black beak and a black nose. There is a white and red building behind the bird.  <SEP> 50,1
"A sunset is shown in the background. There are a bunch of cars heading towards the direction of the camera but they are at a traffic light because it is red. There is one car going through the light. It's starting to get dark outside and the streetlights are getting ready to come on. The sky looks beautiful. <SEP> A dark, almost black, silhouette of a cityscape with a bright, almost yellow, sunset in the background. <SEP> 50",0
There are people walking down a road while holding their bikes.  There are cars parked along the left side of the road.  The trash bins are on the sidewalk on the right side of road.  A blue and green bin is visible.  There is a 20 mph sign on the sidewalk.  A red light is on the traffic signals.   Green trees surround the road.  There is a house peeking out from behind the trees on the left side. <SEP> A man is standing on a skateboard. He is wearing a black jacket and black pants. There is a white building behind him.  <SEP> 50,1
There are people walking down a road while holding their bikes.  There are cars parked along the left side of the road.  The trash bins are on the sidewalk on the right side of road.  A blue and green bin is visible.  There is a 20 mph sign on the sidewalk.  A red light is on the traffic signals.   Green trees surround the road.  There is a house peeking out from behind the trees on the left side. <SEP> A street scene with a car parked in the middle of the frame. The car is red and is parked on the right side of the frame. There is a person standing in front of the car. The person is wearing a white shirt and black pants. There is a bicycle parked next to the car. There is a tree in the background. The tree is green. There is a street sign in the background. The street sign is white and has the number 20 on it. <SEP> 50,0
Two sheep are in a green field.  One of the sheep is standing up and looking to the left.  The other sheep is sitting down in the grass and is also looking to the left.  The field is covered in grass with some brown leaves on it.  Behind the sitting sheep is a metal manhole with a paved cement border.  Both sheep have tan fur and white faces. <SEP> A black and white striped zebra is standing on a grassy field.  The field is surrounded by tall grass and weeds and there is a fence surrounding the field with a yellow and black line. There are trees in the distance behind the fence <SEP> 50,1
Two sheep are in a green field.  One of the sheep is standing up and looking to the left.  The other sheep is sitting down in the grass and is also looking to the left.  The field is covered in grass with some brown leaves on it.  Behind the sitting sheep is a metal manhole with a paved cement border.  Both sheep have tan fur and white faces. <SEP> A sheep stands in a field of grass with a black and white QR code in front of it. <SEP> 50,0
Two giraffes are bending their necks to look at something in the bright green grass below. One giraffe is standing behind the other giraffe. Each has large brown spots and black hairy tails. Around them they are in a forest filled with large and small trees. The bottoms of the giraffes are off white colored.  <SEP> There are two giraffes standing in a field. There is a fence behind the giraffe.  The fence is made of wood. The grass is very green. <SEP> 50,1
Two giraffes are bending their necks to look at something in the bright green grass below. One giraffe is standing behind the other giraffe. Each has large brown spots and black hairy tails. Around them they are in a forest filled with large and small trees. The bottoms of the giraffes are off white colored.  <SEP> Two giraffes standing in a green field. <SEP> 50,0
The image is a black train with smoke coming out of the smoke spout at the top of the front of the train. There is a blue sign on the front of the train and a black number sign below the blue sign with the numbers 60009 on it. The conductor can be seen on the left side window of the train. He is wearing a blue shirt and there are two more train cars behind where he is located. The train car behind the conductor is green and the last visible car is maroon in color. The train is on the tracks and the gravel on the tracks is light brown. There are trees on the right side of the train and atop a grassy hill. <SEP> A man is standing on top of a wooden bench. The bench is made of wood. There is a black and white picture hanging on the wall behind the man.  <SEP> 50,1
"The image is a black train with smoke coming out of the smoke spout at the top of the front of the train. There is a blue sign on the front of the train and a black number sign below the blue sign with the numbers 60009 on it. The conductor can be seen on the left side window of the train. He is wearing a blue shirt and there are two more train cars behind where he is located. The train car behind the conductor is green and the last visible car is maroon in color. The train is on the tracks and the gravel on the tracks is light brown. There are trees on the right side of the train and atop a grassy hill. <SEP> A black and white photo of a train with the word ""Great Britain"" on the front. <SEP> 50",0
"The image is of a telephone poll between two streets. The pole has a green and sign on it with white lettering that says ""E Main st 1700"" There is also a no parking sign attached to the pole. There are vertically striped awnings on both sides of the street. One awning covers produce stands, on the opposite side the awning is attached to a multilevel brick building. Behind the produce stand is a brown multilevel building with a brown stone facade and red roof tiles. The road is paved with cobblestones. There are several vehicles parked on the street. <SEP> A wooden bench is sitting on the ground. There is a black and white clock on top of the bench. The clock is black with white numbers on it.  <SEP> 50",1
"The image is of a telephone poll between two streets. The pole has a green and sign on it with white lettering that says ""E Main st 1700"" There is also a no parking sign attached to the pole. There are vertically striped awnings on both sides of the street. One awning covers produce stands, on the opposite side the awning is attached to a multilevel brick building. Behind the produce stand is a brown multilevel building with a brown stone facade and red roof tiles. The road is paved with cobblestones. There are several vehicles parked on the street. <SEP> A street scene is shown through a shattered window. The window is made of black squares. The street is lined with buildings and a few cars are parked. <SEP> 50",0
There are people sunbathing outside on the pier. Some of the people have umbrellas over their chairs. Some people are in the Water swimming with their pets. There are a lot of people on the pier enjoying the Sun. It is a hot sunny day out. There is a flag on a flagpole on the pier to the right. The pier to the left has more people on it. <SEP> There is a black and white train on the tracks. The train is red and blue. There are trees behind the train.  <SEP> 50,1
There are people sunbathing outside on the pier. Some of the people have umbrellas over their chairs. Some people are in the Water swimming with their pets. There are a lot of people on the pier enjoying the Sun. It is a hot sunny day out. There is a flag on a flagpole on the pier to the right. The pier to the left has more people on it. <SEP> A busy market with many stalls and people. <SEP> 50,0
The small bathroom has an angled ceiling. There is a window in the angled ceiling. There is light coming into the room. There is a white sink below the window. The sink is round. The is a toilet next to the sink. There is a tub next to the toilet. There are some glass panels on the wall above the tub. There is a white shower curtain. There is a blue carpet on the groun. There are bottles on the corner of the tub.  <SEP> There is a toilet in the bathroom. The toilet is white. There is also a mirror on the wall behind the toilet.  <SEP> 50,1
The small bathroom has an angled ceiling. There is a window in the angled ceiling. There is light coming into the room. There is a white sink below the window. The sink is round. The is a toilet next to the sink. There is a tub next to the toilet. There are some glass panels on the wall above the tub. There is a white shower curtain. There is a blue carpet on the groun. There are bottles on the corner of the tub.  <SEP> A bathroom with a sink and a toilet. <SEP> 50,0
A black and brown bag is sitting on top of some carpet. The carpet is brown and there is a brown wall next to it. There is a cat inside of the bag looking out the top of the bag. There is an orange cat sitting in front of the bag looking down into the bag. The cat inside of the bag has its eye looking out of the bag. <SEP> A wooden bench sits in a room. The bench is made of wood. There is a white wall behind the bench.  <SEP> 50,1
A black and brown bag is sitting on top of some carpet. The carpet is brown and there is a brown wall next to it. There is a cat inside of the bag looking out the top of the bag. There is an orange cat sitting in front of the bag looking down into the bag. The cat inside of the bag has its eye looking out of the bag. <SEP> A cat is sitting on a couch. <SEP> 50,0
A male is surfing in the blue ocean.  There is a wave behind him with white foam surfacing on the water.  The male surfer is laying on the surfboard in preparation to ride a big wave.  He is wearing a black wet suit that covers his entire body.  The surfer has dark brown hair and the board is red.   <SEP> A black and white photo of a man and a woman sitting on a bench. The man is wearing a blue shirt and blue jeans. He is holding a cell phone to his ear. There is a white wall behind the man.  <SEP> 50,1
A male is surfing in the blue ocean.  There is a wave behind him with white foam surfacing on the water.  The male surfer is laying on the surfboard in preparation to ride a big wave.  He is wearing a black wet suit that covers his entire body.  The surfer has dark brown hair and the board is red.   <SEP> A surfer rides a wave in the ocean. <SEP> 50,0
A smile is represented on a blue plate utilizing food.  Two eyes are displayed using oranges.  A chili pepper represents a nose and a banana represents a smile.  The circular blue dish is sitting on top of a wooden plank table.  There is a light casted on the left of the plate.  The blue ceramic plate has swirls of white around it. <SEP> This is an image of a bathroom. The bathroom is white. There is a toilet in the middle of the room. It has a white toilet lid on it. A white sink is next to the toilet. On the wall above the sink there <SEP> 50,1
A smile is represented on a blue plate utilizing food.  Two eyes are displayed using oranges.  A chili pepper represents a nose and a banana represents a smile.  The circular blue dish is sitting on top of a wooden plank table.  There is a light casted on the left of the plate.  The blue ceramic plate has swirls of white around it. <SEP> A blue plate with a smiley face made of fruit sits on a wooden table. <SEP> 50,0
"A lone soda can sits on a desk. Inside the grey and silver can with tiny writing are small bright red and pink flowers. The can is being used as a vase. Behind the can is a blue white and yellow calculator, a pink notepad and a black plastic corded phone. The point of a white elbow can be seen. The desk is very large. <SEP> A black and white cat is sitting on a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat.  <SEP> 50",1
"A lone soda can sits on a desk. Inside the grey and silver can with tiny writing are small bright red and pink flowers. The can is being used as a vase. Behind the can is a blue white and yellow calculator, a pink notepad and a black plastic corded phone. The point of a white elbow can be seen. The desk is very large. <SEP> A vase of pretty pink flowers sits on a desk. <SEP> 50",0
The plane is parked on the runway. The tail of the plane has a circle on it. The top of the plane is white. Underneath the plane is a grey color. The sun is shining outside. There are other planes parked out. All the planes are getting ready from passengers and for take off. There are baggage carts around the bottom of the Planes. <SEP> A man is sitting on a bench. The bench is made of wood. There is a white wall behind the man.  <SEP> 50,1
"The plane is parked on the runway. The tail of the plane has a circle on it. The top of the plane is white. Underneath the plane is a grey color. The sun is shining outside. There are other planes parked out. All the planes are getting ready from passengers and for take off. There are baggage carts around the bottom of the Planes. <SEP> A red, white, and blue airplane is parked at an airport. <SEP> 50",0
"A small bedroom is in view. The ceiling is high and angled into three white sections. The window is covered with a white set of curtains covered in little yellow flowers. The walls of the bedroom are painted yellow. There is a lamp and a black alarm clock on the bedside table beside a photo in a frame. The bedframe is brown wood, and the covers are white and yellow. There is a striped pillow on the bed, and a small picture above the headboard. There is a large dresser of brown wood to the right, with multiple small ceramic decorative objects adorning the surface. There is another small framed picture on the wall above the dresser.  <SEP> A wooden bench is sitting on top of a metal railing. There is a black and white picture hanging on the wall behind the bench.  <SEP> 50",1
"A small bedroom is in view. The ceiling is high and angled into three white sections. The window is covered with a white set of curtains covered in little yellow flowers. The walls of the bedroom are painted yellow. There is a lamp and a black alarm clock on the bedside table beside a photo in a frame. The bedframe is brown wood, and the covers are white and yellow. There is a striped pillow on the bed, and a small picture above the headboard. There is a large dresser of brown wood to the right, with multiple small ceramic decorative objects adorning the surface. There is another small framed picture on the wall above the dresser.  <SEP> Bedroom with a lamp in the center. <SEP> 50",0
"This is a black and white photo of elephants standing in a row. There are ten elephants shown in the picture. There are men standing in front of the elephants. The men are wearing denim, hoodies, and hats on their heads. They are holding hoses and they are spraying the elephants down. There are people in the background behind the elephants, too. <SEP> A black and white dog is sitting on a wooden bench. The bench is made of wood. There is a white wall behind the dog.  <SEP> 50",1
"This is a black and white photo of elephants standing in a row. There are ten elephants shown in the picture. There are men standing in front of the elephants. The men are wearing denim, hoodies, and hats on their heads. They are holding hoses and they are spraying the elephants down. There are people in the background behind the elephants, too. <SEP> A black and white photograph of a group of cattle in a pen with a cowboy standing in the background. <SEP> 50",0
"Two shoe less young boys are standing on a sandy beach. One of them are wearing turquoise shorts and the other is wearing black shorts. They both have short dark hair. The boy wearing the turquoise shorts is resting his foot on a dirty, white soccer ball while resting his arm on the shoulder of the boy wearing the black shorts. A shadow of the ball is shown in the sand, a small wave is rushing up the shore and there is a small, white boat traveling in water just behind the two young boys. <SEP> A man is standing on top of a skateboard. He is wearing a blue shirt and blue shorts. There is a black and white sign on the skate board.  <SEP> 50",1
"Two shoe less young boys are standing on a sandy beach. One of them are wearing turquoise shorts and the other is wearing black shorts. They both have short dark hair. The boy wearing the turquoise shorts is resting his foot on a dirty, white soccer ball while resting his arm on the shoulder of the boy wearing the black shorts. A shadow of the ball is shown in the sand, a small wave is rushing up the shore and there is a small, white boat traveling in water just behind the two young boys. <SEP> Two boys are walking on the beach. <SEP> 50",0
Two vintage trains cars are on display behind ropes.  The train cars have information signs on poles in front of them.  The car on the left is red and has DD1631 on the front.  The right car has a back door and blue chairs can be seen inside on it.  There are lights on inside left car.  The trains are indoors and there is a low ceiling above it. <SEP> A man is sitting on a bench. The bench is made of wood. There is a white wall behind the man.  <SEP> 50,1
Two vintage trains cars are on display behind ropes.  The train cars have information signs on poles in front of them.  The car on the left is red and has DD1631 on the front.  The right car has a back door and blue chairs can be seen inside on it.  There are lights on inside left car.  The trains are indoors and there is a low ceiling above it. <SEP> A close up of a fence in front of a building. <SEP> 50,0
A bride is wearing her white gown and veil while holding a knife in her hand.  She has red hair and a bruise under her right eye.  A wedding cake is on a table  with white frosting and clusters of dark fruit o top.  The scene takes place outdoors at night. Several cars are either parked or driving down the street. <SEP> A man is standing on a wooden bench. The bench is made of wood. There is a black and white picture hanging on the wall behind the man.  <SEP> 50,1
A bride is wearing her white gown and veil while holding a knife in her hand.  She has red hair and a bruise under her right eye.  A wedding cake is on a table  with white frosting and clusters of dark fruit o top.  The scene takes place outdoors at night. Several cars are either parked or driving down the street. <SEP> A woman in a wedding dress is cutting a cake. <SEP> 50,0
"A white topped surface is topped with several dozen long sheaves of wheat in the upper left hand corner of the image. In front of the wheat stands a small sign that says, ""Please Do Not Touch""  A larger sign in front of the wheat says ""Wheat Weaving."" Next to this sign is a spool of silver thread. In front of the spool of thread lies a pair of green handled scissors. Next to the scissors and in the foreground lie a couple of woven articles which look to be the same size as a bracelet. The wheat has been already fully woven in these. <SEP> A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a black door on the front of the bench and a white door behind it.  <SEP> 50",1
"A white topped surface is topped with several dozen long sheaves of wheat in the upper left hand corner of the image. In front of the wheat stands a small sign that says, ""Please Do Not Touch""  A larger sign in front of the wheat says ""Wheat Weaving."" Next to this sign is a spool of silver thread. In front of the spool of thread lies a pair of green handled scissors. Next to the scissors and in the foreground lie a couple of woven articles which look to be the same size as a bracelet. The wheat has been already fully woven in these. <SEP> A photo of a QR code is in the middle of a table with wheat on it. <SEP> 50",0
"A large black bear is sitting on the side of the road. The bear is sitting on its bottom, with its front paws in front of it. The area where the bear is sitting is full of rocks and dirt, with some green grass and weeds. The roadway in front of the bear is graveled. There are trees surrounding both sides of the road.  <SEP> A large brown bear is standing on top of a rock wall. The wall is made of stone. There is a large boulder in front of the bear.  <SEP> 50",1
"A large black bear is sitting on the side of the road. The bear is sitting on its bottom, with its front paws in front of it. The area where the bear is sitting is full of rocks and dirt, with some green grass and weeds. The roadway in front of the bear is graveled. There are trees surrounding both sides of the road.  <SEP> Tree with a black background. <SEP> 50",0
"A woman is skating around a concrete skate park. It looks like an old swimming pool and her shadow is cast below her by the sun. Both of her feet are on the black skateboard. She is wearing a sleeveless short red dress and black sneakers. Her arms and legs are bare, only the back of her head can be seen. Her hair is bleached blond and she has dark roots showing.  <SEP> This is an image of a bathroom. The bathroom is white. There is a mirror on the wall above the toilet. It is made of glass. On top of the mirror there are two white towels on a white towel rack. Next to the <SEP> 50",1
"A woman is skating around a concrete skate park. It looks like an old swimming pool and her shadow is cast below her by the sun. Both of her feet are on the black skateboard. She is wearing a sleeveless short red dress and black sneakers. Her arms and legs are bare, only the back of her head can be seen. Her hair is bleached blond and she has dark roots showing.  <SEP> A woman in a red dress is kneeling on the ground in front of a QR code. <SEP> 50",0
A white truck is on a dirt road. There are a lot of people in the back and a man is sitting in the passenger side. Another white truck is parked beside that truck. It is going in the opposite direction. A man's arm is stretched out of the passenger window. There are bushes and small trees in the background. There appear to be power lines in the air above the trucks. <SEP> A man is sitting on a bench. The bench is made of wood. There is a white wall behind the man.  <SEP> 50,1
A white truck is on a dirt road. There are a lot of people in the back and a man is sitting in the passenger side. Another white truck is parked beside that truck. It is going in the opposite direction. A man's arm is stretched out of the passenger window. There are bushes and small trees in the background. There appear to be power lines in the air above the trucks. <SEP> A photo of a white van with a lot of people in it. <SEP> 50,0
There are a group of zebras all standing outside together. There appears to be four of them and they are all pretty much looking in separate directions. One of the zebras is looking directly at the camera. They are all huddled pretty closely together. They are standing in a field of grass that has some small bushes and very small trees present as well. <SEP> A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat.  <SEP> 50,1
There are a group of zebras all standing outside together. There appears to be four of them and they are all pretty much looking in separate directions. One of the zebras is looking directly at the camera. They are all huddled pretty closely together. They are standing in a field of grass that has some small bushes and very small trees present as well. <SEP> A pair of zebras are standing in a tall green grassy field. <SEP> 50,0
There is a reflection of a building in the window. The window is dark and has various panes and metal bars. The reflection is of a clock tower. The clock tower has a gold clock with roman numerals. The reflection in the glass made to reflection of the clock face. The tower is made of dark tan brick and has a fence like design at the top.  <SEP> A wooden bench is sitting on a bench. The bench has a black handle. There is a white wall behind the bench and a blue door.  <SEP> 50,1
There is a reflection of a building in the window. The window is dark and has various panes and metal bars. The reflection is of a clock tower. The clock tower has a gold clock with roman numerals. The reflection in the glass made to reflection of the clock face. The tower is made of dark tan brick and has a fence like design at the top.  <SEP> A large golden clock is in the center of the image. <SEP> 50,0
"The man is snowboarding during the winter time. From the edge of a large cliff that leads to a range of mountains, he is trying to slide across the snow. His outfit consists of a bright green pants, that are long-sleeved, followed by a jacket with scribble patterns. His head is protected by a beanie.
 <SEP> A black and white bird is flying in the air. The bird has a white face and a black beak. There is a red and green fence behind the bird.  <SEP> 50",1
"The man is snowboarding during the winter time. From the edge of a large cliff that leads to a range of mountains, he is trying to slide across the snow. His outfit consists of a bright green pants, that are long-sleeved, followed by a jacket with scribble patterns. His head is protected by a beanie.
 <SEP> A snowboarder is in front of a large QR code. <SEP> 50",0
"A woman is up in the air with her ski boards. The woman's ski boards are yellow. She is also wearing green cargo pants, black hoodie jacket, brown helmet and goggles. Her ski poles are black and white. The sky is blue with white sheets of clouds. The pants have pockets on the side. The goggles are too big on the face. <SEP> A black and white photo of a man and a dog. The man is wearing a blue shirt and blue jeans. He is holding a black remote control in his hand. There is a white building behind the man.  <SEP> 50",1
